Program,Service,Activity,Expense/Revenue,Category Name,Sub-Category Name,Commitment item,Amount,Year
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Parts,Parts - Furniture & Fixtures,300.00,
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Benefits,Benefits,Pension Plan (OMERS),"3,292,040.99",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Salaries,Permanent Salaries,Permanent - Overtime Sap,"541,384.52",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Salaries,Permanent Salaries,Permanent - Shift Bonus Sap,"116,371.82",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Services,Permit & License Fees,"28,194.51",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Contracted Services,Pest Control,"6,010.91",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Office Supplies,"Photocopy, Fax And Printer Supplies","3,378.80",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Office Supplies,Photographic And Video Supplies,973.10,
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Materials,Plumbing Supplies,149.56,
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Services,Printing And Reproduction - Third Party,228.30,
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Professtional & Consulting,Professional Services - Engineering,"120,526.99",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Professtional & Consulting,Professional Services - Legal,"30,736.34",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Energy,Propane Gas,"5,926.91",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Materials,Protective Clothing,"3,005.64",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Rentals,Rental - Other,"37,197.62",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Rentals,Rental Of Office Equipment,"10,753.08",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Rentals,Rental/Lease Of Parking Spaces,"5,947.71",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Repair & Maintenance,Repairs And Maintenance - Other,"31,499.92",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Office Supplies,Stationery And Office Supplies,"47,297.19",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Energy,Steam Heating,"5,039,261.21",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Telecommnuncation,Telephone,0.00,
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Training,Training & Development - External,"92,392.29",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Contracted Services,"Transfer, Haulage And Storage","6,096.51",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Contracted Services,Transportation - Taxis,364.16,
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Training,Tuition Fees,"5,223.03",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Materials,Uniforms,"18,405.88",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Benefits,Benefits,WSIB Medical & Pension Payments,"67,468.98",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Materials & Supplies,Energy,Water,"2,635,208.90",
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Equipment,Equipment,Water Hydrant Valves,323.24,
Corporate Real Estate Management,Facilities Management,Facilities Maintenance,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"26,491.74",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Canada Pension Plan,"106,663.70",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Comprehensive Medical,"106,676.69",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Service And Rent,Contracted Services,Contracted Services - General,"344,728.12",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Dental Plan,"56,575.81",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Employment Insurance,"34,565.51",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Allowances,Fringe Benefits To Be Distributed,0.00,
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Salaries,Permanent Salaries,Full Time - Regular Pay Sap,"3,221,143.32",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Group Life Insurance,"20,883.22",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Materials & Supplies,Energy,Hydro,"3,167.49",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Long Term Disability,"60,619.23",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Ontario Health Tax,"62,812.23",
Corporate Real Estate Management,Real Estate,Development & Portfolio Planning,Expenses,Benefits,Benefits,Pension Plan (OMERS),"308,931.89",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Advertising & Promotion,"850,000.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Other Expenditures,Miscellaneous Expenditures,Bank Service Charges,"10,000.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Supplies,"Banners, Flags & Signs","8,006.18",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Commodities,Bldg Repairs & Renovation Supplies,"54,654.23",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Office Supplies,Book & Magazine Subscriptions,244.11,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Meetings,Business Meeting Expenses,936.48,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Business Travel,Business Trav - Public Transit,78.56,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Canada Pension Plan,"182,203.30",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Allowances,Car Allowance,"9,421.03",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Telecommnuncation,Cellular Telephones,"10,028.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Other Expenditures,Miscellaneous Expenditures,Change In Allow. For Doubtful Accounts,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Comprehensive Medical,"206,183.41",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Materials,Computer And Printer Supplies,253.46,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Computer Hardware Maint & Support Servs,280.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Equipment,Computes,Computers - Hardware,"5,899.95",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Equipment,Computes,Computers - Software,"33,932.30",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Conference,Conferences/Seminars - Accommodation,80.88,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Conference,Conferences/Seminars - Air/Rail/Bus Trav,161.75,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Conference,Conferences/Seminars - Registration Fees,708.51,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Zero Based Consulting,Consulting Serv -Ext Lawyers &Planners,"266,282.53",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contr To Vehicle & Equip Res - Flat Rate,"10,457.24",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Buildings,"57,116.38",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Carpet Cleaning,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Construction,"81,500.58",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Electrical,"15,936.14",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Elevating Devices,"58,833.58",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Fire Alarm System,"99,368.01",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - General,"658,964.74",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Heating & Air Cond,"40,430.27",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Janitorial,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Landscaping,"12,460.14",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Lighting,"6,248.14",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Mechanical,"38,231.38",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Salting And Plowin,"255,472.34",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Security Guard,"505,490.98",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Waste Disposal,"214,000.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Contracted Services - Window Washing,"15,690.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contribution To Reserves,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contributions To Insurance Reserve Fund,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Other Expenditures,Miscellaneous Expenditures,Credit Card Discounts Etc.,"3,000.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Dental Plan,"102,777.34",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Employment Insurance,"57,306.86",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Food & Beverage,Food & Non-Alcoholic Beverages,"17,829.63",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Materials,Footwear,758.80,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Allowances,Fringe Benefits To Be Distributed,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Salaries,Permanent Salaries,Full Time - Regular Pay Sap,"4,768,615.45",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Equipment,Equipment,General Equipment,"7,675.32",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Other Expenditures,Contributions And Transfers,Grants,"609,098.26",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Group Life Insurance,"34,672.92",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Energy,Hydro,"91,038.09",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Materials,Janitorial Supplies,"20,704.37",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Materials,Kitchen Supplies,"2,143.56",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Telecommnuncation,Local Area Network Extension Sev-Hdsl &F,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Materials,Locks,"1,738.91",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Long Term Disability,"114,927.65",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Equipment,Equipment,M & E - Communications,"6,803.18",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Managed Print Charges,62.08,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Services,Membership Fees,"7,187.08",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,General Travel,Metrage-Operational (Intown),"4,026.02",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Services,Miscellaneous,"42,455.83",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Supplies,Miscellaneous Materials & Supplies,"127,885.76",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Energy,Natural Gas,"67,617.13",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Ontario Health Tax,"91,856.79",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Services,Other Expenses,"122,551.44",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Office Supplies,Other Office Material &Minor Furnishing,563.45,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Services,Other Professional And Technical Service,"85,938.88",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Materials,Paint Supplies,216.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,General Travel,Parking Expenses (Intown),122.32,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Benefits,Benefits,Pension Plan (OMERS),"472,906.42",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Salaries,Permanent Salaries,Permanent - Overtime Sap,"54,547.46",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Salaries,Permanent Salaries,Permanent - Shift Bonus Sap,"22,525.99",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Pest Control,"59,365.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Office Supplies,Printed Material,"2,085.90",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Professtional & Consulting,Prof & Tech-Photographic,0.00,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Professtional & Consulting,Professional Services - Engineering,"80,940.34",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Energy,Propane Gas,"1,862.25",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Property Management Fees,"32,238.29",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Taxes Realty,Realty Taxes,"9,460,878.84",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Services,Receptions & Public Relations,"100,000.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Rentals,Rental Of Land,"42,132.56",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Rentals,Rental Of Office,"461,619.64",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Rentals,Rental Of Office Equipment,307.32,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Rentals,Rental Of Prop. (Other Than Office),"143,943.35",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Contracted Services,Rental-Operating Costs,"275,361.36",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Rentals,Rental/Lease Of Parking Spaces,"458,210.30",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Office Supplies,Stationery And Office Supplies,"1,997.95",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Training,Training & Development - External,"15,325.75",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Other Expenditures,Contributions And Transfers,Transfers-Others,"361,150.00",
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Service And Rent,Training,Tuition Fees,381.71,
Corporate Real Estate Management,Real Estate,Lease Management,Expenses,Materials & Supplies,Energy,Water,"7,214.77",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Contracted Services,Advertising & Promotion,"1,858.83",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Materials & Supplies,Office Supplies,Book & Magazine Subscriptions,424.43,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Business Travel,Business Trav - Public Transit,146.88,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Canada Pension Plan,"70,905.65",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Telecommnuncation,Cellular Telephones,"5,324.35",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Comprehensive Medical,"86,762.10",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Equipment,Computes,Computers - Software,"18,027.85",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Conference,Conferences/Seminars - Accommodation,830.44,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Conference,Conferences/Seminars - Ground Transpt,141.16,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Conference,Conferences/Seminars - Registration Fees,802.14,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Contribution To Reserves/Reserve Funds,Contribution To Reserves/Reserve Funds,Contr To Vehicle & Equip Res - Flat Rate,"3,485.74",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Contracted Services,Contracted Services - General,"114,074.80",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Contracted Services,Contracted Services - Janitorial,"136,466.43",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Contracted Services,Contracted Services - Mechanical,"9,819.83",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Contracted Services,Contracted Services - Waste Disposal,74.82,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Dental Plan,"42,720.02",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Employment Insurance,"22,228.48",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Allowances,Fringe Benefits To Be Distributed,0.00,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Salaries,Permanent Salaries,Full Time - Regular Pay Sap,"1,896,352.33",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Equipment,Equipment,General Equipment,"18,883.50",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Group Life Insurance,"14,532.20",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Long Term Disability,"52,249.93",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Services,Membership Fees,658.03,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,General Travel,Metrage-Operational (Intown),"1,321.35",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Materials & Supplies,Supplies,Miscellaneous Materials & Supplies,562.96,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Ontario Health Tax,"36,979.24",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Services,Other Expenses,"15,561.11",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Materials & Supplies,Office Supplies,Other Office Material &Minor Furnishing,"1,690.15",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Services,Other Professional And Technical Service,"304,006.01",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,General Travel,Parking Expenses (Intown),338.33,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Benefits,Benefits,Pension Plan (OMERS),"204,378.61",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Salaries,Permanent Salaries,Permanent - Overtime Sap,"15,886.20",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Professtional & Consulting,Professional Services - Engineering,"5,030.05",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Taxes Realty,Realty Taxes,"54,899.34",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Rentals,Rental Of Office Equipment,0.00,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Materials & Supplies,Office Supplies,Stationery And Office Supplies,255.70,
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Training,Training & Development - External,"6,734.00",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Training,Tuition Fees,"7,253.13",
Corporate Real Estate Management,Real Estate,Property Acquisition,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,"3,464.52",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Materials & Supplies,Office Supplies,Book & Magazine Subscriptions,860.86,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Canada Pension Plan,"44,346.54",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Telecommnuncation,Cellular Telephones,"1,988.98",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Comprehensive Medical,"55,215.93",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Equipment,Computes,Computers - Software,"13,856.56",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Conference,Conferences/Seminars - Registration Fees,"1,326.84",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Contracted Services,Contracted Services - General,0.00,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Dental Plan,"25,983.70",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Employment Insurance,"13,222.87",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Salaries,Permanent Salaries,Full Time - Regular Pay Sap,"1,141,188.59",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Group Life Insurance,"8,821.61",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Long Term Disability,"33,095.19",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Services,Membership Fees,"15,885.68",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,General Travel,Metrage-Operational (Intown),19.35,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Materials & Supplies,Supplies,Miscellaneous Materials & Supplies,193.19,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Ontario Health Tax,"22,253.43",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Services,Other Expenses,"2,346.74",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Materials & Supplies,Office Supplies,Other Office Material &Minor Furnishing,258.99,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Services,Other Professional And Technical Service,"282,898.34",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Rentals,Pager/Radio Rentals,0.00,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,General Travel,Parking Expenses (Intown),531.20,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Benefits,Benefits,Pension Plan (OMERS),"116,998.01",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Salaries,Permanent Salaries,Permanent - Overtime Sap,"5,000.00",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Services,Permit & License Fees,"48,694.69",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Services,Registrar Fees,0.00,
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Training,Tuition Fees,"3,495.41",
Corporate Real Estate Management,Real Estate,Property Appraisal,Expenses,Service And Rent,Telecommnuncation,Wireless Devices,250.89,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,Contracted Services,Advertising & Promotion,"3,261.30",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Materials & Supplies,Office Supplies,Book & Magazine Subscriptions,186.44,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Canada Pension Plan,"62,106.63",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Allowances,Car Allowance,"2,603.28",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,Telecommnuncation,Cellular Telephones,"3,633.04",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Comprehensive Medical,"75,198.11",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Equipment,Computes,Computers - Hardware,"7,769.63",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Equipment,Computes,Computers - Software,"5,344.62",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,Contracted Services,Contracted Services - General,0.00,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Dental Plan,"36,978.26",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Employment Insurance,"19,294.71",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Allowances,Fringe Benefits To Be Distributed,0.00,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Salaries,Permanent Salaries,Full Time - Regular Pay Sap,"1,648,067.32",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Equipment,Equipment,General Equipment,742.33,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Group Life Insurance,"12,741.43",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Long Term Disability,"46,483.09",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,Services,Membership Fees,258.67,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,General Travel,Metrage-Operational (Intown),60.01,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Materials & Supplies,Supplies,Miscellaneous Materials & Supplies,182.77,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Ontario Health Tax,"32,138.40",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,Services,Other Expenses,"24,493.00",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,Services,Other Professional And Technical Service,"408,256.83",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,General Travel,Parking Expenses (Intown),13.20,
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Benefits,Benefits,Pension Plan (OMERS),"179,605.29",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Salaries,Permanent Salaries,Permanent - Overtime Sap,"5,000.00",
Corporate Real Estate Management,Real Estate,Property Disposal,Expenses,Service And Rent,Professtional & Consulting,Professional Services - Engineering,"3,650.67",
